strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Senegal/SC20-5112/2020	EPI_ISL_1697387		Iressef / LBV	Iressef Genomics lab	Souleymane MBOUP et al
Senegal/SN-IR6-002324/2020	EPI_ISL_1827872		Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)	Abbott Laboratories	Souleymane Mboup et al
Senegal/SN-IR2-009130/2020	EPI_ISL_1827935		Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)	Abbott Laboratories	Souleymane Mboup et al
Senegal/SN-EP-MBO-62/2021	EPI_ISL_1167128		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Senegal/SN-CTECHRT-441/2021	EPI_ISL_2887849		Iressef Genomics lab	IRESSEF	Souleymane MBOUP et al
Gambia/20074/2021	EPI_ISL_1620188		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
GuineaBissau/JPLNSP0040/2021	EPI_ISL_2110859		Reitor da Universidade Jean Piaget Guine-Bissau	MRCG at LSHTM, Genomics lab	Aladje Balde et al
Gambia/GBC0189/2021	EPI_ISL_2958652		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GBC0248/2021	EPI_ISL_2958655		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Benin/250323/2021	EPI_ISL_2932542		Laboratoire des Fièvres Hémorragiques Virales du Benin	Institut für Virologie - Institute of Virology - Charite	Anna-Lena Sander et al
Gambia/GBC0175/2021	EPI_ISL_2958639		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GBC0188/2021	EPI_ISL_2958651		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Senegal/SC20-5422/2020	EPI_ISL_1697390		Iressef / LBV	Iressef Genomics lab	Souleymane MBOUP et al
Australia/QLD1871/2021	EPI_ISL_1910859		PHV-FSS	PHV-FSS	Son Nguyen et al
Senegal/SN-MBO-201887/2021	EPI_ISL_1167133		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
GuineaBissau/16LNSPGB/2021	EPI_ISL_2150986		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
Gambia/GBC0167/2021	EPI_ISL_2958638		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Senegal/SN-IR5-002006/2020	EPI_ISL_1827937		Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)	Abbott Laboratories	Souleymane Mboup et al
Ecuador/EC-G-5305/2020	EPI_ISL_826809		INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Japan/PG-1237/2020	EPI_ISL_684847		Yamagata Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
USA/NE-11647/2020	EPI_ISL_466680		Nebraska Public Health Laboratory	UNMC COVID-19 Response Team	UNMC COVID-19 Response Team et al
India/TG-CCMB-OM2/2020	EPI_ISL_495286		Osmania Medical College	CSIR-Centre for Cellular and Molecular Biology	Shashikala Reddy et al
Bahrain/090000572_S16_L001/2020	EPI_ISL_632285	MW228280.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	AlWasti et al
Bahrain/341036784_S6_L001/2020	EPI_ISL_681313	MW332558.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Mozambique/INS-K007972/2020	EPI_ISL_887503		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Zambia/ZMB-39703/2020	EPI_ISL_2803533		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-42393/2020	EPI_ISL_2803559		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-37087/2020	EPI_ISL_977320		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-27361/2020	EPI_ISL_2803610		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-37078/2020	EPI_ISL_977445		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
India/MH-NCCS-NR-5173/2020	EPI_ISL_721658		National Centre For Cell Science	National Centre For Cell Science	Dhiraj Paul et al
India/MH-ACTREC-562/2020	EPI_ISL_700207		Hematopathology Laboratory, ACTREC, TMC	Hematopathology Laboratory, ACTREC, TMC	Hematopathology Laboratory et al
India/MH-ACTREC-117/2020	EPI_ISL_699773		Hematopathology Laboratory, ACTREC, TMC	Hematopathology Laboratory, ACTREC, TMC	Hematopathology Laboratory et al
Canada/AB-ABPHL-16783/2021	EPI_ISL_2479478		Edmonton Provincial Lab	Public Health Agency of Canada (PHAC) National Microbiology Laboratory	Buss et al
Canada/SK-NML-17300/2020	EPI_ISL_2883401		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/ABPHL-02509/2020	EPI_ISL_2163060		Alberta Precision Labs (APL)	Public Health Agency of Canada (PHAC) National Microbiology Laboratory	Buss et al
Canada/SK-NML-17329/2020	EPI_ISL_2883425		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/BC-BCCDC-5910/2020	EPI_ISL_974317		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Prystajecky Natalie et al
Canada/MB-NML-1550/2020	EPI_ISL_935847		Cadham Provincial laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/BC-BCCDC-5188/2020	EPI_ISL_973690		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Prystajecky Natalie et al
Canada/MB-NML-2898/2020	EPI_ISL_1257912		MB-Cadham Provincial laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NL-NML-2415/2020	EPI_ISL_1055404		Dr. Leonard A. Miller Centre for Health Services	National Microbiology Laboratory (NML)	Anna Majer et al
Bahrain/920396988_S5_L001/2020	EPI_ISL_681301	MW332534.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Bahrain/023341084/2020	EPI_ISL_636973	MW227483.1	Public Health Lab	Public Health Lab	Alwasti et al
Bahrain/340654690/2020	EPI_ISL_681309	MW332552.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
India/MH-BJMC-9069/2020	EPI_ISL_728261		B.J. Govt. Medical College	National Centre For Cell Science	Dhiraj Paul et al
Mozambique/INS-K007950/2020	EPI_ISL_887501		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
NewZealand/20CV0392/2020	EPI_ISL_622802		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Djibouti/NAMRU3-19/2021	EPI_ISL_2533830	MZ394577.1	Naval Medical Research Unit No. 3	Naval Medical Research Center Biological Defense Research Directorate	Catherine E. Arnold et al
Djibouti/NAMRU3_38/2021	EPI_ISL_2858618	MZ520109.1	Naval Medical Research Unit No. 3	Naval Medical Research Center Biological Defense Research Directorate	Catherine E. Arnold et al
Zambia/ZMB-43055/2020	EPI_ISL_2803620		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-37098/2020	EPI_ISL_977453		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Bahrain/920338796/2020	EPI_ISL_681312	MW332555.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Bahrain/250182774/2020	EPI_ISL_682316	MW342091.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Palestine/44/2020	EPI_ISL_596527		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/77/2020	EPI_ISL_596553		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/AAS41/2020	EPI_ISL_1273100	MW600631.1	Faculty of Medicine, Al-Quds University	Faculty of Medicine, Al-Quds University	Ereqat et al
Palestine/10/2020	EPI_ISL_596500		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Israel/CVL-1170/2020	EPI_ISL_1209959		Israel Central Virology laboratory	Israel National Consortium for SARS-CoV-2 sequencing	Neta Zuckerman et al
Palestine/4/2020	EPI_ISL_596533		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Israel/CVL-68-ngs/2020	EPI_ISL_776643		Israel Central Virology laboratory	Israel Central Virology laboratory	Neta Zuckerman et al
Israel/HMO-VL-2429879/2020	EPI_ISL_2096775		Hadassah Medical Center Clinical Virology Laboratory, Hadassah Ein Kerem	Hadassah Hebrew University Viral Sequencing Group, Hadassah Hebrew University Medical Center	Hadar Golan Berman et al
NewZealand/20CV0652/2020	EPI_ISL_707806		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Palestine/AAS24/2020	EPI_ISL_739659	MW411947.1	Al-Quds Nutrition and Health Research Institute, Al-Quds University	Al-Quds Nutrition and Health Research Institute, Al-Quds University	Nasereddin et al
Palestine/90/2020	EPI_ISL_596563		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/1/2020	EPI_ISL_596507		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/55/2020	EPI_ISL_596538		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/51/2020	EPI_ISL_596535		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/49/2020	EPI_ISL_596532		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Palestine/AAS21/2020	EPI_ISL_1273088	MW737836.1	Biochemistry and Molecular Biology Department-Faculty of Medicine, Al-Quds University	Biochemistry and Molecular Biology Department-Faculty of Medicine, Al-Quds University	Ereqat et al
Palestine/3/2020	EPI_ISL_596522		Palestinian Ministry of Health	Molecular Genetics Lab	Nouar Qutob et al
Israel/CVL-246ngs/2020	EPI_ISL_889051		Israel Central Virology laboratory	Israel National Consortium for SARS-CoV-2 sequencing	Neta Zuckerman et al
Israel/HMO-VL-2497871/2020	EPI_ISL_2096776		Hadassah Medical Center Clinical Virology Laboratory, Hadassah Ein Kerem	Hadassah Hebrew University Viral Sequencing Group, Hadassah Hebrew University Medical Center	Hadar Golan Berman et al
Palestine/AAS46/2021	EPI_ISL_873165	MW513686.1	Medical Laboratory Sciences, Arab American University	Medical Laboratory Sciences, Arab American University	Dumaidi et al
Israel/CVL-112ngs/2020	EPI_ISL_889029		Israel Central Virology laboratory	Israel National Consortium for SARS-CoV-2 sequencing	Neta Zuckerman et al
Israel/CVL-575ngs/2020	EPI_ISL_804114		Israel Central Virology laboratory	Israel National Consortium for SARS-CoV-2 sequencing	Neta Zuckerman et al
Palestine/AAS45/2021	EPI_ISL_873164	MW513685.1	Medical Laboratory Sciences, Arab American University	Medical Laboratory Sciences, Arab American University	Dumaidi et al
Palestine/AAS44/2021	EPI_ISL_1273102	MW600633.1	Faculty of Medicine, Al-Quds University	Faculty of Medicine, Al-Quds University	Ereqat et al
Japan/PG-3045/2020	EPI_ISL_691168		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-2337/2020	EPI_ISL_685942		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Latvia/1172/2020	EPI_ISL_1312683		E. Gulbja laboratorija	Latvian Biomedical Research and Study Centre	Janis Pjalkovskis et al
Latvia/920/2020	EPI_ISL_1312431		E. Gulbja laboratorija	Latvian Biomedical Research and Study Centre	Janis Pjalkovskis et al
Estonia/Cov0347/2020	EPI_ISL_2643622	OU277642.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Estonia/Cov1983/2020	EPI_ISL_2642874	OU278328.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Estonia/Cov3363/2020	EPI_ISL_2642824	OU278539.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Italy/APU-IZSPB-158PT/2020	EPI_ISL_722872		Dipartimento di Scienze Biomediche e Oncologia Umana - Azienda Ospedaliero Universitaria Consorziale Policlinico	Istituto Zooprofilattico Sperimentale della Puglia e della Basilicata	Parisi A. et al
Germany/HH-HPI-p2894/2020	EPI_ISL_959972		University Medical Center Hamburg Eppendorf	Heinrich Pette Institute, Leibniz Institute for Experimental Virology	Alexis Robitaille et al
Zimbabwe/ZW-25236/2020	EPI_ISL_1191807		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Zimbabwe/ZW-16371/2020	EPI_ISL_1191794		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Zimbabwe/ZW-15942/2020	EPI_ISL_1191788		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Zimbabwe/ZW-33175/2020	EPI_ISL_1191828		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Nigeria/S22/2020	EPI_ISL_2501089		Centre for Human Virology and Genomics, Microbiology Department, Nigerian Institute of Medical Research	Central Research Laboratory, Nigerian Institute of Medical Research	Chika Kingsley Onwuamah et al
NorthMacedonia/12026/2020	EPI_ISL_678260		General Hospital - Struga	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
NorthMacedonia/16076/2020	EPI_ISL_918486		General Hospital - Struga	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
NorthMacedonia/11638/2020	EPI_ISL_678256		General Hospital - Ohrid	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
NorthMacedonia/9073/2020	EPI_ISL_677722		General Hospital - Ohrid	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
NorthMacedonia/11567/2020	EPI_ISL_678253		Institute for Lung Diseases in Children - Skopje	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
Japan/PG-13822/2020	EPI_ISL_895402		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-18889/2020	EPI_ISL_1127729		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-24327/2021	EPI_ISL_1472220		Fukuoka Institute of Health and Environmental Sciences	Fukuoka Institute of Health and Environmental Sciences	Hiroaki Shigemura et al
Cambodia/101372/2020	EPI_ISL_1040028		Original detection - Virology Unit, Institut Pasteur du Cambodge; Sequencing - US National Institute of Allergy and Infectious Diseases Cambodia	Virology Unit, Institut Pasteur du Cambodge	Jennifer Bohl et al
Japan/20201015-8364/2020	EPI_ISL_2671838		Juntendo University Hospital	Juntendo University Hospital	Koji Tuchiya et al
Australia/NSW1226/2020	EPI_ISL_710124		South Eastern Area Laboratory Services (SEALS)	CIDM-PH et al.	CIDM-PH et al.
Japan/PG-28393/2021	EPI_ISL_1432497		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-4117/2020	EPI_ISL_692357		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-5279/2020	EPI_ISL_690382		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-9024/2020	EPI_ISL_901752		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-6725/2020	EPI_ISL_687836		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Japan/PG-15598/2020	EPI_ISL_894414		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B
Australia/NSW2985/2020	EPI_ISL_707902		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
