strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Kazakhstan/NRL-ALA-59S/2021	EPI_ISL_2004068		Children's City Clinical Infectious Diseases Hospital	Scientific-Practical Centre for Sanitary-Epidemiological Expertise and Monitoring Reference Laboratory for Control of Viral Infection	Nazym Tleumbetova et al
Finland/THL-202105773/2021	EPI_ISL_2505300		NordLab Kokkola	Expert Microbiology, National Institute for Health and Welfare	Soile Blomqvist et al
Kazakhstan/ALA-NRL-432S/2021	EPI_ISL_2162190		Children's City Clinical Infectious Diseases Hospital	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ALA-NRL-421S/2021	EPI_ISL_2162180		City Clinical Infectious Diseases Hospital named after I.S. Zhekenova	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
DRC/216884/2021	EPI_ISL_2135839		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
NewZealand/21MV0054/2021	EPI_ISL_1016853		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
UnitedArabEmirates/4280/2020	EPI_ISL_860049		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Belgium/rega-10705/2021	EPI_ISL_2886231		KU Leuven, Rega Institute, Clinical and Epidemiological Virology	KU Leuven, Rega Institute, Clinical and Epidemiological Virology	Tony Wawina-Bokalanga et al
Australia/VIC18120/2021	EPI_ISL_877570		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NSW-R0067/2021	EPI_ISL_1010713		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Australia/VIC18095/2021	EPI_ISL_854755		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NSW-R0068/2021	EPI_ISL_1010714		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Belgium/CHUNamur13398464/2021	EPI_ISL_2382269		Plateforme de testing Namuroise	Plateforme de testing Namuroise	Lesly Nyinkeu Kemamen et al
SaudiArabia/KFSHRC8/2021	EPI_ISL_2151336	MZ208928.1	Infectious Diseases, King Faisal Hospital Research Center	Infectious Diseases, King Faisal Hospital Research Center	Alhamlan F et al
Australia/WA624/2021	EPI_ISL_1069393		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Philippines/PH-PGC-16031/2021	EPI_ISL_2189131		National Kidney and Transplant Institute (NKTI)	Philippine Genome Center	Francis A. Tablizo et al
Philippines/PH-PGC-45432/2021	EPI_ISL_2859218		Zamboanga City Medical Center-Department of Agriculture Satellite Laboratory for COVID-19 Testing	Philippine Genome Center	Francis A. Tablizo et al
Philippines/PH-PGC-44455/2021	EPI_ISL_2859256		Bataan General Hospital and Medical Center	Philippine Genome Center	Francis A. Tablizo et al
Australia/QLD1797/2021	EPI_ISL_1465883		PHV-FSS	PHV-FSS	Son Nguyen et al
USA/GU-CDC-2-4176710/2021	EPI_ISL_1798904	MZ056218.1	Guam Public Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
Philippines/PH-PGC-46017/2021	EPI_ISL_2859222		Philippine General Hospital (PGH)	Philippine Genome Center	Francis A. Tablizo et al
Cambodia/426129/2021	EPI_ISL_1969678		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Jurre Y Siegers et al
Cambodia/309288/2021	EPI_ISL_1534541		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/306782/2021	EPI_ISL_1534532		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/299964/2021	EPI_ISL_1534531		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/313050/2021	EPI_ISL_1534536		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/299182/2021	EPI_ISL_1534540		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/254856/2021	EPI_ISL_1532813		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/264124/2021	EPI_ISL_1532810		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/256780/2021	EPI_ISL_1532811		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/f0601145/2021	EPI_ISL_2501062		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Cecile Troupin et al
Cambodia/394936/2021	EPI_ISL_1818949		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Jurre Y Siegers et al
Cambodia/425967/2021	EPI_ISL_1969676		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Jurre Y Siegers et al
Cambodia/01-2105300642/2021	EPI_ISL_2501024		Banteay Meanchey Rapid Response Team	Virology Unit, Institut Pasteur du Cambodge	Cecile Troupin et al
Cambodia/01-2105272752/2021	EPI_ISL_2501022		Banteay Meanchey Rapid Response Team	Virology Unit, Institut Pasteur du Cambodge	Cecile Troupin et al
Cambodia/01-2105201881/2021	EPI_ISL_2343217		Banteay Meanchey Rapid Response Team	Virology Unit, Institut Pasteur du Cambodge	Jurre Y Siegers et al
Australia/SA0718/2021	EPI_ISL_2462356		SA Pathology	SA Pathology	Caitlin Selway et al
Thailand/PathumThani-CONI-0702/2021	EPI_ISL_2104740		Ramathibodi Hospital	COVID-19 Network Investigations (CONI) Alliance	Elizabeth Batty et al B
Thailand/DMSc-00148/2021	EPI_ISL_2351056		Public Health Center 23 Siphraya	Division of Genomic Medicine and Innovation support,Department of Medical Sciences, Ministry of Public Health, Thailand	Surakameth Mahasirimongkol et al
Thailand/SamutPrakan-CONI-0735/2021	EPI_ISL_2348803		Division of Epidemiology	COVID-19 Network Investigations (CONI) Alliance	Elizabeth Batty et al B
Thailand/Bangkok-CONI-0652/2021	EPI_ISL_1511126		Institute for Urban Disease Control and Prevention	COVID-19 Network Investigations (CONI) Alliance	Elizabeth Batty et al B
Greece/134551/2021	EPI_ISL_2368605		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Uganda/UG477/2021	EPI_ISL_2690454		MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories, Rakai Health Sciences Program	MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	Matthew Cotten et al
Spain/NC-CHN-01001585/2021	EPI_ISL_1746265		Servicio de Microbiología Clínica (Complejo Hospitalario de Navarra, Pamplona)	Centro de Secuenciación NASERTIC	Carmen Ezpeleta Baquedano et al
Ecuador/USFQ-578/2021	EPI_ISL_824293		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-582/2021	EPI_ISL_824294		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Australia/QLD1545/2021	EPI_ISL_962180		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Bangladesh/ideSHi-N-1392/2021	EPI_ISL_1498132		Institute for Developing Science and Health Initiatives (ideSHi)	Institute for Developing Science and Health Initiatives (ideSHi)	Hassan Afrad et al
Ecuador/USFQ-736/2021	EPI_ISL_877561		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
NewZealand/21CH0026/2021	EPI_ISL_1967900		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Paula scholes et al
Norway/3439/2021	EPI_ISL_1317329		Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Switzerland/GR-ETHZ-510269/2021	EPI_ISL_1195002	OE997699.1	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
Albania/210901057/2020	EPI_ISL_1299866		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/210901056/2020	EPI_ISL_1299865		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/210901068/2021	EPI_ISL_1299875		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/210901075/2021	EPI_ISL_1299881		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Kosovo/ChVir25780_26/2021	EPI_ISL_2833647		Department of Microbiology, National Institute for Public Health of Kosova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
Albania/210901052/2021	EPI_ISL_1299861		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Ecuador/UEES-12108/2021	EPI_ISL_1381301		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
NorthMacedonia/40473/2021	EPI_ISL_2987544		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
NorthMacedonia/17311-k/2021	EPI_ISL_2987549		General Hospital Bitola	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
Albania/210901050/2021	EPI_ISL_1299859		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Taiwan/TSGH-43/2021	EPI_ISL_2693006		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Taiwan/CGMH-CGU-75/2021	EPI_ISL_2544711		Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Shin-Ru Shih et al
Taiwan/CGMH-CGU-72/2021	EPI_ISL_2544708		Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Shin-Ru Shih et al
Taiwan/CGMH-CGU-68/2021	EPI_ISL_2544704		Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Shin-Ru Shih et al
Taiwan/CGMH-CGU-65/2021	EPI_ISL_2544701		Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Shin-Ru Shih et al
Portugal/PT4556/2021	EPI_ISL_1400001		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Russia/MOW-CRIE-L188P0137/2021	EPI_ISL_2626250		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemiology	Samoilov A.E. et al
France/HDF-P384-21222C3742/2021	EPI_ISL_2501263		CHU LILLE	CHU Lille - Laboratoire de Virologie	AIT YAHYA Emilie et al
Qatar/QA.QU_18.18.C4/2021	EPI_ISL_2843191		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Lithuania/S21E806/2021	EPI_ISL_2428829		Viesoji istaiga Vilniaus universiteto ligonine Santaros klinikos	Vilnius University Hospital Santaros Klinikos, Center of Laboratory Medicine	Gytis Dudas et al
Croatia/5908/2021	EPI_ISL_3046425		Zavod za javno zdravstvo Šibensko- Kninske Županije	Hrvatski zavod za javno zdravstvo	Irena Tabain et al
Australia/SA0722/2021	EPI_ISL_2462360		SA Pathology	SA Pathology	Caitlin Selway et al
Australia/SA0733/2021	EPI_ISL_2462366		SA Pathology	SA Pathology	Caitlin Selway et al
Austria/CeMM4924/2021	EPI_ISL_1583307		Klinikum Wels-Grieskirchen	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Greece/1147/2021	EPI_ISL_2349075		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Norway/2723/2021	EPI_ISL_1251959		Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Morocco/FMP-265/2021	EPI_ISL_1908735		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Morocco/FMP-165/2021	EPI_ISL_1912936		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Moldova/un-ChVir25710/2021	EPI_ISL_2894988		National Agency for Public Health, Republic of Moldova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
Australia/NSW1523/2021	EPI_ISL_1383243		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Bahrain/NPS-12/2021	EPI_ISL_2812541	MZ457941.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Moldova/un-ChVir25732/2021	EPI_ISL_2894996		National Agency for Public Health, Republic of Moldova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
USA/NV-SNPHL-352701/2021	EPI_ISL_2716905		Southern Nevada Public Health Laboratory	Southern Nevada Public Health Laboratory	Michael Picker et al
USA/UT-UPHL-210609476893/2021	EPI_ISL_2855879	MZ475542.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Olinto Linares-Perdomo et al
Argentina/PAIS-G0205/2021	EPI_ISL_2007514		Laboratorio Central, Ministerio de Salud Córdoba	Instituto de Patologia Vegetal (CIAP-INTA) on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Fernández et al
USA/UT-UPHL-2104039753/2021	EPI_ISL_2279919		Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
USA/UT-UPHL-210609899622/2021	EPI_ISL_2856108	MZ475665.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Olinto Linares-Perdomo et al
Switzerland/GE-33825912/2021	EPI_ISL_1708025		University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
Switzerland/GE-HUG-34346908/2021	EPI_ISL_2490649	OU285504.1	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
Romania/IF-3664/2021	EPI_ISL_1116444		National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	Leontina Banica et al
Romania/B-8933/2021	EPI_ISL_1657100		National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	Corina Casangiu et al
Croatia/6063/2021	EPI_ISL_3047587		Zavod za javno zdravstvo Zagrebačke Županije	Hrvatski zavod za javno zdravstvo	Irena Tabain et al
Australia/WA724/2021	EPI_ISL_2226229		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
England/QEUH-13C5915/2021	EPI_ISL_1331658		Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
USA/DE-CDC-2-4567896/2021	EPI_ISL_2840439	MZ511682.1	DE Public Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
TrinidadandTobago/66251/2021	EPI_ISL_2621686		The Caribbean Public Health Agency	Carrington Lab, Department of Preclinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
England/SHEF-10EB9C1/2021	EPI_ISL_2521139		Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield	COVID-19 Genomics UK (COG-UK) Consortium	Thushan de Silva et al
