strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Mexico/GUA_INER_IMSS_00836/2021	EPI_ISL_2091287		Centro de Investigación Biomédica de Occidente (CIBO)	Centro de Investigación en Enfermedades Infecciosas (CIENI), Instituto Nacional de Enfermedades Respiratorias (INER)	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
Kenya/KDH-314/2021	EPI_ISL_2779336		KCRH KEMRI-DEID Surveillance Site	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
Kenya/SS371/2021	EPI_ISL_2603062		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Kenya/C91935/2021	EPI_ISL_2602559		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Kenya/C90082/2021	EPI_ISL_2602492		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
USA/CT-Yale-1853/2021	EPI_ISL_1225601		Yale Clinical Virology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
USA/NY-Wadsworth-21044476-01/2021	EPI_ISL_1756017		ALBANY MEDICAL CENTER	Wadsworth Center, New York State Department of Health	Kirsten St. George et al
Paraguay/cyr_6994/2021	EPI_ISL_2234906		CYRLAB	IICS-UNA	Magaly Martinez et al
Vietnam/HCMC-05040-01/2021	EPI_ISL_1273214		Oxford University Clinical Research Unit (OUCRU)	Oxford University Clinical Research Unit (OUCRU)	Nguyen Van Vinh Chau et al
Australia/VIC18204/2021	EPI_ISL_1061403		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC18197/2021	EPI_ISL_933779		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
USA/AK-CDC-LC0044709/2021	EPI_ISL_1798718	MZ069484.1	Laboratory Corporation of America	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/NE-NCOV21-21572/2021	EPI_ISL_2229817		Nebraska Public Health Laboratory	NPHL COVID-19 Response Team	NPHL COVID-19 Response Team et al
USA/VI-Yale-6049/2021	EPI_ISL_3045951		VIDOH (Virgin Islands Department of Health)	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
USA/DE-CDC-ASC210052169/2021	EPI_ISL_1837348	MZ085892.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/OK-CDC-ASC210052298/2021	EPI_ISL_1837796	MZ086339.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/MI-CDC-STM-000055122/2021	EPI_ISL_1804040	MZ060809.1	Helix/Illumina	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Benin/311995/2021	EPI_ISL_2932569		Laboratoire des Fièvres Hémorragiques Virales du Benin	Institut für Virologie - Institute of Virology - Charite	Anna-Lena Sander et al
Australia/SA0655/2021	EPI_ISL_1704793		SA Pathology	SA Pathology	Lex Leong et al
Dominica/65658/2021	EPI_ISL_2631439		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies, St Augustine Campus	Nikita S. D. Sahadeo et al
Canada/NS-NML-42290/2021	EPI_ISL_2162039		NS-QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NS-NML-42291/2021	EPI_ISL_2162040		NS-QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NB-NML-42263/2021	EPI_ISL_2550580		NB-Hôpital Georges L. Dumont	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NB-NML-24707/2021	EPI_ISL_1588210		NB-Hôpital Georges L. Dumont	National Microbiology Laboratory (NML)	Anna Majer et al
USA/IA-CDC-ASC210041790/2021	EPI_ISL_1835322	MZ083868.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/VA-CDC-QDX23892300/2021	EPI_ISL_1818325	MZ064829.1	Quest Diagnostics Incorporated	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/LA-EVTL2598/2021	EPI_ISL_2102309		LSUHS Emerging Viral Threat Laboratory	LSUHS Emerging Viral Threat Laboratory	Jeremy P. Kamil et al
USA/CO-CDPHE-2100498842/2021	EPI_ISL_1234110	MW796737.1	Colorado Department of Public Health and Environment	Colorado Department of Public Health and Environment	Laura Bankers et al
CostaRica/INC-0522/2021	EPI_ISL_2103377		HOSPITAL METROPOLITANO	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
USA/WY-WPHL-21027016/2021	EPI_ISL_1821779		Wyoming Public Health Laboratory	Wyoming Public Health Laboratory	Jim Mildenberger et al
USA/ID-IBL-718910/2021	EPI_ISL_1510264		Idaho Bureau of Laboratories	Idaho Bureau of Laboratories	"R. Beukelman et al
USA/TX-BSWTemple-ILL-R4-0088/2021	EPI_ISL_1733057		Baylor Scott & White-Temple	Baylor Scott & White-Temple	Ari Rao et al
Canada/NS-NML-42296/2021	EPI_ISL_2162044		NS-QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
USA/OK-CDC-ASC210026789/2021	EPI_ISL_1685646	MZ022256.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Nigeria/BCVL-18308/2021	EPI_ISL_985097		Biorepository and Clinical Virology Laboratory	Ozer Lab	Ramon Lorenzo-Redondo et al B
Angola/KRISP-K009730/2021	EPI_ISL_1347910		Instituto Nacional de Investigação em Saúde	KRISP, KZN Research Innovation and Sequencing Platform	Morais J et al
Togo/C6635/2021	EPI_ISL_1508989		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Belgium/UZA-UA-24931608/2021	EPI_ISL_1661121		Brussels Academic Hospital Lab (LHUB-ULB)	Labo Klinische Biologie, UZA	Jasmine Coppens et al
Bulgaria/21BG-NC_000608/2021	EPI_ISL_2081871		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Portugal/PT6435/2021	EPI_ISL_1854034		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Cameroon/CAM-36/2021	EPI_ISL_1972315		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Cameroon/CAM-31/2021	EPI_ISL_1972314		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Benin/256208/2021	EPI_ISL_2932566		Laboratoire des Fièvres Hémorragiques Virales du Benin	Institut für Virologie - Institute of Virology - Charite	Anna-Lena Sander et al
Nigeria/CV637/2020	EPI_ISL_941285		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University	Oluniyi P.E. et al A
Bangladesh/ideSHi-S-09/2021	EPI_ISL_1760648	MZ413994.1	Institute of Epidemiology, Disease Control and Research (IEDCR)	Institute for Developing Science and Health Initiatives (ideSHi)	Hassan Afrad et al
Bangladesh/BCSIR-NILMRC-754/2021	EPI_ISL_1531565		National Institute of Laboratory Medicine and Referral Center	Genomic Research Lab, BCSIR	Iffat Jahan et al
Bangladesh/ideSHi-ESP003/2021	EPI_ISL_1593853		Institute for Developing Science and Health Initiatives (ideSHi)	Institute for Developing Science and Health Initiatives (ideSHi)	Hassan Afrad et al
Bangladesh/PRTC-CVASU-BCSIR-0328-132/2021	EPI_ISL_1825683		COVID-19 Detection Lab, Chattogram Veterinary and Animal Sciences University	Genomic Research Lab, Bangladesh Council of Scientific and Industrial Research	Goutam Buddha Das et al
Bangladesh/PRTC-CVASU-BCSIR-0401-80/2021	EPI_ISL_1825681		COVID-19 Detection Lab, Chattogram Veterinary and Animal Sciences University	Genomic Research Lab, Bangladesh Council of Scientific and Industrial Research	Goutam Buddha Das et al
USA/TN-CDC-ASC210040568/2021	EPI_ISL_1668409	MW991335.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/OH-CDC-QDX22861935/2021	EPI_ISL_1480799	MW865113.1	Quest Diagnostics Incorporated	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
SouthKorea/KDCA4007/2021	EPI_ISL_2332343		Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Ae Kyung Park et al
Bulgaria/21BG-EU_002130_Pl20/2021	EPI_ISL_2180086		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
NewZealand/21MV0169/2021	EPI_ISL_1315314		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0288/2021	EPI_ISL_1621318		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
USA/WI-UW-4299/2021	EPI_ISL_1822034		University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Gage Moreno et al A
Australia/WA637/2021	EPI_ISL_1295936		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Kenya/TRN-342-21/2021	EPI_ISL_2779294		Trans Nzoia hospital	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
Spain/CL-COV02583/2021	EPI_ISL_2649321		SARS-CoV-2 Sequencing Castilla y Leon-Spain Consortium	SARS-CoV-2 Sequencing Castilla y Leon-Spain Consortium	Antonio Orduña-Domingo et al
Australia/VIC18432/2021	EPI_ISL_1913201		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Poland/PL-P1122/2021	EPI_ISL_1499248		1. Glowny Inspektorat Sanitarny. 2. Diagnostyka. Laboratoria Medyczne.	1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. genXone SA, Research & Development Laboratory	Mazur-Panasiuk et al
CostaRica/INC-0554/2021	EPI_ISL_2103406		HOSPITAL SAN FRANCISCO DE ASIS	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
CostaRica/INC-0578/2021	EPI_ISL_2272965		AREA DE SALUD HEREDIA-CUBUJUQUI - CLINICA DR. FRANCISCO BOLAÑOS	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Turkey/HSGM-1568/2021	EPI_ISL_983432		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al A
Bulgaria/21BG-EU_001135_Pl11/2021	EPI_ISL_1608290		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Angola/CERI-KRISP-K015462/2021	EPI_ISL_2617038		AFRICA_CDC - Angola (Ship 12)	CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.	Morais J et al
Germany/TH-RKI-I-047811/2021	EPI_ISL_1355237		Uniklinikum Jena	Robert Koch Institute	?
Ghana/nCoV-TRA-663/2021	EPI_ISL_2873847		National Influenza Centre	National Influenza Centre	William K. Ampofo et al
Greece/139672/2021	EPI_ISL_2376675		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Bulgaria/21BG-EU_001664_Pl16/2021	EPI_ISL_2379151		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Bulgaria/21BG-EU_000144_Pl2/2021	EPI_ISL_1233584		National Center for Infectious and Parasitic Diseases (NCIPD)	National Center for Infectious and Parasitic Diseases (NCIPD)	Alexiev et al
Bulgaria/21BG-EU_000229_Pl3/2021	EPI_ISL_1231699		National Center for Infectious and Parasitic Diseases (NCIPD)	National Center for Infectious and Parasitic Diseases (NCIPD)	Alexiev et al
Canada/SK-NML-20797/2021	EPI_ISL_2563023		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/SK-NML-30867/2021	EPI_ISL_2564020		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/SK-NML-30786/2021	EPI_ISL_2563972		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Australia/SA0649/2021	EPI_ISL_1704788		SA Pathology	SA Pathology	Lex Leong et al
Ethiopia/ICGEB-S9/2021	EPI_ISL_1899281		Ethiopian Biotechnology Institute (EBTI)	International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing	Molalegne Bitew et al
Ethiopia/ICGEB-S8/2021	EPI_ISL_1899047		Ethiopian Biotechnology Institute (EBTI)	International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing	Molalegne Bitew et al
Australia/WA616/2021	EPI_ISL_933799		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Togo/NMIMR-TG-TGS-024-21/2021	EPI_ISL_2001062	MZ149970.1	Immunology, Noguchi Memorial Institute for Medical Research	Immunology, Noguchi Memorial Institute for Medical Research	Halatoko et al
Togo/C5780/2021	EPI_ISL_1500948		Institut National d’Hygiène (INH)	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier)IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Togo/C6231/2021	EPI_ISL_1502112		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Guadeloupe/IPP07810/2021	EPI_ISL_1517492		Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al B
Togo/C6945/2021	EPI_ISL_1524713		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Ghana/WACCBIP-GS208/2021	EPI_ISL_1255137		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Australia/WA602/2021	EPI_ISL_857486		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA606/2021	EPI_ISL_933790		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Curacao/CW-RIVM-15615/2021	EPI_ISL_1232290		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-27017/2021	EPI_ISL_1792380		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-26896/2021	EPI_ISL_1792365		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-18475/2021	EPI_ISL_1370674		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-26961/2021	EPI_ISL_1792417		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-18473/2021	EPI_ISL_1370673		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-25517/2021	EPI_ISL_1704990		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-23333/2021	EPI_ISL_1596214		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-25449/2021	EPI_ISL_1704922		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-25461/2021	EPI_ISL_1704934		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Bonaire/BQ-RIVM-27386/2021	EPI_ISL_1792360		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-26972/2021	EPI_ISL_1792375		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-26960/2021	EPI_ISL_1792374		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-26401/2021	EPI_ISL_1705874		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-19608/2021	EPI_ISL_1456472		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
SintMaarten/SX-RIVM-25682/2021	EPI_ISL_1705155		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-19548/2021	EPI_ISL_1456452		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-25515/2021	EPI_ISL_1704988		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
SintMaarten/SX-RIVM-25284/2021	EPI_ISL_1703541		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-23390/2021	EPI_ISL_1596271		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-23356/2021	EPI_ISL_1596237		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-21634/2021	EPI_ISL_1521076		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Niger/CE4783/2021	EPI_ISL_2835624		Center for Medical and Sanitary Research (CERMES)	CDC Atlanta	Adamou Lagare et al
Australia/QLD1486/2020	EPI_ISL_849749		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Norway/09553/2021	EPI_ISL_1820214		Norwegian Institute of Public Health, Department of Virology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Benin/255138/2021	EPI_ISL_2932562		Laboratoire des Fièvres Hémorragiques Virales du Benin	Institut für Virologie - Institute of Virology - Charite	Anna-Lena Sander et al
Morocco/FMP-258/2021	EPI_ISL_1908147		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Belarus/MI-RRCEM-Sars_Cov_Vis_68/2021	EPI_ISL_1209407		Laboratory for HIV and opportunistic infections diagnosis The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM)	Laboratory for HIV and opportunistic infections diagnosis The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM)	Elena Gasich et al
Belarus/RRPCEM-VIS_50/2021	EPI_ISL_2080973		Laboratory for HIV and opportunistic infections diagnosis The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM)	Laboratory for HIV and opportunistic infections diagnosis The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM)	Elena Gasich et al
Togo/NMIMR-TG-TGS-040-21/2021	EPI_ISL_2001063	MZ149971.1	Immunology, Noguchi Memorial Institute for Medical Research	Immunology, Noguchi Memorial Institute for Medical Research	Halatoko et al
Cameroon/Douala-HGDCOV1685/2021	EPI_ISL_1257882		Hopital Général de Douala	Institut Pasteur de Dakar	Njouom Richard et al
Ghana/WACCBIP-GS320/2021	EPI_ISL_1255207		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
USA/GA-CDC-ASC210071724/2021	EPI_ISL_2201207	MZ270749.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/OH-CDC-ASC210003551/2021	EPI_ISL_1550618	MW905259.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/CA-CDC-FG-012096/2021	EPI_ISL_1555586	MW910881.1	Fulgent Genetics	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/MN-CDC-IBX557439961670/2021	EPI_ISL_1702462	MZ013072.1	Infinity Biologix	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Coted-Ivoire/COV-BKE2334/bc7/2021	EPI_ISL_1663674		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Chantal Akoua-Koffi et al
Tunisia/SP-0393/2021	EPI_ISL_2036077		Pasteur Institute - Laboratory of Clinical Virology	Pasteur Institute - Laboratory of Clinical Virology	Wasfi Fares et al
Rwanda/AV65997RD/2020	EPI_ISL_1063915		Rwanda National Reference Laboratory	Rwanda National Reference Laboratory	Enatha Mukantwari et al
Mexico/TAM-InDRE-94/2020	EPI_ISL_794592		Laboratorio Estatal de Salud Pública de Tamaulipas	Instituto de diagnóstico y Referencia Epidemiologicos (INDRE)	Abril Rodriguez-Maldonado et al
Kenya/C90934/2021	EPI_ISL_2602524		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Kenya/C87666/2021	EPI_ISL_1440298		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
USA/MI-CDC-QDX23132369/2021	EPI_ISL_1552307	MW905470.1	Quest Diagnostics Incorporated	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Morocco/FMP-193/2021	EPI_ISL_1895101		Laboratoire central de Virologie	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Coted-Ivoire/BKE-2023-bc29/2021	EPI_ISL_1365025		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Chantal Akoua-Koffi et al
Coted-Ivoire/BKE-1837-bc75/2021	EPI_ISL_1365031		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Chantal Akoua-Koffi et al
USA/OH-CDC-2-4194982/2021	EPI_ISL_1798517	MZ056025.1	OH Department of Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
Morocco/FMP-177/2021	EPI_ISL_1913028		Institut National d'Hygiène	Laboratoire de Biotechnologie	Tarik Aanniz et al
Morocco/FMP-218/2021	EPI_ISL_1913062		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Morocco/FMP-198/2021	EPI_ISL_1896698		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Kenya/C82515/2021	EPI_ISL_1440087		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Guadeloupe/IPP10076/2021	EPI_ISL_1821587		Labo Analyses Med	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al B
Georgia/Tb-SNGS067/2021	EPI_ISL_1914670		Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Giorgi Tomashvili et al
Georgia/Tb-SNGS069/2021	EPI_ISL_1914783		Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Meri Pantsulaia et al
USA/AR-CDC-2-4173955/2021	EPI_ISL_1678240	MZ004703.1	"AR Dept. of Health-PHL, Molecular Diagnostics"	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
