Strain	WindowStart	WindowEnd	FractionIdentical
KY770860_Bat_CoV_Jiyuan_84	9245	9344	0.77
KY770860_Bat_CoV_Jiyuan_84	9275	9374	0.74
KY770860_Bat_CoV_Jiyuan_84	9305	9404	0.73
KY770860_Bat_CoV_Jiyuan_84	9335	9434	0.7
KY770860_Bat_CoV_Jiyuan_84	9365	9464	0.71
KY770860_Bat_CoV_Jiyuan_84	9395	9494	0.7
KY770860_Bat_CoV_Jiyuan_84	9425	9524	0.68
KY770860_Bat_CoV_Jiyuan_84	9455	9554	0.74
KY770860_Bat_CoV_Jiyuan_84	9485	9584	0.72
KY770860_Bat_CoV_Jiyuan_84	9515	9614	0.77
KY770860_Bat_CoV_Jiyuan_84	9545	9644	0.79
KY770860_Bat_CoV_Jiyuan_84	9575	9674	0.81
KY770860_Bat_CoV_Jiyuan_84	9605	9704	0.74
KY770860_Bat_CoV_Jiyuan_84	9635	9734	0.68
KY770860_Bat_CoV_Jiyuan_84	9665	9764	0.7
KY770860_Bat_CoV_Jiyuan_84	9695	9794	0.74
KY770860_Bat_CoV_Jiyuan_84	9725	9824	0.76
KY770860_Bat_CoV_Jiyuan_84	9755	9854	0.76
KY770860_Bat_CoV_Jiyuan_84	9785	9884	0.75
KY770860_Bat_CoV_Jiyuan_84	9815	9914	0.78
KY770860_Bat_CoV_Jiyuan_84	9845	9944	0.77
KY770860_Bat_CoV_Jiyuan_84	9875	9974	0.79
KY770860_Bat_CoV_Jiyuan_84	9905	10004	0.82
KY770860_Bat_CoV_Jiyuan_84	9935	10034	0.82
KY770860_Bat_CoV_Jiyuan_84	9965	10064	0.87
KY770860_Bat_CoV_Jiyuan_84	9995	10094	0.88
KY770860_Bat_CoV_Jiyuan_84	10025	10124	0.87
KY770860_Bat_CoV_Jiyuan_84	10055	10154	0.84
KY770860_Bat_CoV_Jiyuan_84	10085	10184	0.79
KY770860_Bat_CoV_Jiyuan_84	10115	10214	0.78
KY770860_Bat_CoV_Jiyuan_84	10145	10244	0.79
KY770860_Bat_CoV_Jiyuan_84	10175	10274	0.79
KY770860_Bat_CoV_Jiyuan_84	10205	10304	0.78
KY770860_Bat_CoV_Jiyuan_84	10235	10334	0.8
KY770860_Bat_CoV_Jiyuan_84	10265	10364	0.82
KY770860_Bat_CoV_Jiyuan_84	10295	10394	0.84
KY770860_Bat_CoV_Jiyuan_84	10326	10425	0.87
KY770860_Bat_CoV_Jiyuan_84	10356	10455	0.83
KY770860_Bat_CoV_Jiyuan_84	10386	10485	0.84
KY770860_Bat_CoV_Jiyuan_84	10416	10515	0.84
KY770860_Bat_CoV_Jiyuan_84	10446	10545	0.81
KY770860_Bat_CoV_Jiyuan_84	10476	10575	0.82
KY770860_Bat_CoV_Jiyuan_84	10506	10605	0.8
KY770860_Bat_CoV_Jiyuan_84	10536	10635	0.82
KY770860_Bat_CoV_Jiyuan_84	10566	10665	0.82
KY770860_Bat_CoV_Jiyuan_84	10596	10695	0.81
KY770860_Bat_CoV_Jiyuan_84	10626	10725	0.8
KY770860_Bat_CoV_Jiyuan_84	10656	10755	0.84
KY770860_Bat_CoV_Jiyuan_84	10686	10785	0.85
KY770860_Bat_CoV_Jiyuan_84	10716	10815	0.88
KY770860_Bat_CoV_Jiyuan_84	10746	10845	0.87
KY770860_Bat_CoV_Jiyuan_84	10776	10875	0.83
KY770860_Bat_CoV_Jiyuan_84	10806	10905	0.81
KY770860_Bat_CoV_Jiyuan_84	10836	10935	0.78
KY770860_Bat_CoV_Jiyuan_84	10866	10965	0.81
KY770860_Bat_CoV_Jiyuan_84	10896	10995	0.74
KY770860_Bat_CoV_Jiyuan_84	10926	11025	0.73
KY770860_Bat_CoV_Jiyuan_84	10956	11055	0.69
KY770860_Bat_CoV_Jiyuan_84	10986	11085	0.71
KY770860_Bat_CoV_Jiyuan_84	11016	11115	0.72
KY770860_Bat_CoV_Jiyuan_84	11046	11145	0.74
KY770860_Bat_CoV_Jiyuan_84	11076	11175	0.73
KY770860_Bat_CoV_Jiyuan_84	11106	11205	0.77
KY770860_Bat_CoV_Jiyuan_84	11136	11235	0.81
KY770860_Bat_CoV_Jiyuan_84	11166	11265	0.88
KY770860_Bat_CoV_Jiyuan_84	11196	11295	0.87
KY770860_Bat_CoV_Jiyuan_84	11226	11325	0.87
KY770860_Bat_CoV_Jiyuan_84	11256	11355	0.83
KY770860_Bat_CoV_Jiyuan_84	11286	11385	0.83
KY770860_Bat_CoV_Jiyuan_84	11316	11415	0.81
KY770860_Bat_CoV_Jiyuan_84	11346	11445	0.81
KY770860_Bat_CoV_Jiyuan_84	11376	11475	0.85
KY770860_Bat_CoV_Jiyuan_84	11406	11505	0.85
KY770860_Bat_CoV_Jiyuan_84	11436	11535	0.83
KY770860_Bat_CoV_Jiyuan_84	11466	11565	0.82
KY770860_Bat_CoV_Jiyuan_84	11496	11595	0.78
KY770860_Bat_CoV_Jiyuan_84	11526	11625	0.81
KY770860_Bat_CoV_Jiyuan_84	11556	11655	0.8
KY770860_Bat_CoV_Jiyuan_84	11586	11685	0.84
KY770860_Bat_CoV_Jiyuan_84	11616	11715	0.86
KY770860_Bat_CoV_Jiyuan_84	11646	11745	0.87
KY770860_Bat_CoV_Jiyuan_84	11676	11775	0.82
KY770860_Bat_CoV_Jiyuan_84	11706	11805	0.79
KY770860_Bat_CoV_Jiyuan_84	11736	11835	0.78
KY770860_Bat_CoV_Jiyuan_84	11766	11865	0.82
KY770860_Bat_CoV_Jiyuan_84	11796	11895	0.78
KY770860_Bat_CoV_Jiyuan_84	11826	11925	0.82
KY770860_Bat_CoV_Jiyuan_84	11856	11955	0.82
KY770860_Bat_CoV_Jiyuan_84	11886	11985	0.84
KY770860_Bat_CoV_Jiyuan_84	11916	12015	0.85
KY770860_Bat_CoV_Jiyuan_84	11946	12045	0.85
KY770860_Bat_CoV_Jiyuan_84	11976	12075	0.84
KY770860_Bat_CoV_Jiyuan_84	12006	12105	0.79
KY770860_Bat_CoV_Jiyuan_84	12036	12135	0.77
KY770860_Bat_CoV_Jiyuan_84	12066	12165	0.79
KY770860_Bat_CoV_Jiyuan_84	12096	12195	0.83
KY770860_Bat_CoV_Jiyuan_84	12126	12225	0.88
KY770860_Bat_CoV_Jiyuan_84	12156	12255	0.92
KY770860_Bat_CoV_Jiyuan_84	12186	12285	0.94
KY770860_Bat_CoV_Jiyuan_84	12216	12315	0.93
KY770860_Bat_CoV_Jiyuan_84	12246	12345	0.93
KY770860_Bat_CoV_Jiyuan_84	12276	12375	0.94
KY770860_Bat_CoV_Jiyuan_84	12306	12405	0.94
KY770860_Bat_CoV_Jiyuan_84	12336	12435	0.94
KY770860_Bat_CoV_Jiyuan_84	12366	12465	0.89
KY770860_Bat_CoV_Jiyuan_84	12396	12495	0.85
KY770860_Bat_CoV_Jiyuan_84	12426	12525	0.79
KY770860_Bat_CoV_Jiyuan_84	12456	12555	0.78
KY770860_Bat_CoV_Jiyuan_84	12486	12585	0.8
KY770860_Bat_CoV_Jiyuan_84	12516	12615	0.86
KY770860_Bat_CoV_Jiyuan_84	12546	12645	0.87
KY770860_Bat_CoV_Jiyuan_84	12576	12675	0.87
KY770860_Bat_CoV_Jiyuan_84	12606	12705	0.84
KY770860_Bat_CoV_Jiyuan_84	12637	12736	0.87
KY770860_Bat_CoV_Jiyuan_84	12667	12766	0.89
KY770860_Bat_CoV_Jiyuan_84	12697	12796	0.84
KY770860_Bat_CoV_Jiyuan_84	12727	12826	0.81
KY770860_Bat_CoV_Jiyuan_84	12757	12856	0.79
KY770860_Bat_CoV_Jiyuan_84	12787	12886	0.82
KY770860_Bat_CoV_Jiyuan_84	12817	12916	0.87
KY770860_Bat_CoV_Jiyuan_84	12847	12946	0.92
KY770860_Bat_CoV_Jiyuan_84	12877	12976	0.88
KY770860_Bat_CoV_Jiyuan_84	12907	13006	0.86
KY770860_Bat_CoV_Jiyuan_84	12937	13036	0.86
KY770860_Bat_CoV_Jiyuan_84	12967	13066	0.88
KY770860_Bat_CoV_Jiyuan_84	12997	13096	0.86
KY770860_Bat_CoV_Jiyuan_84	13027	13126	0.85
KY770860_Bat_CoV_Jiyuan_84	13057	13156	0.85
KY770860_Bat_CoV_Jiyuan_84	13087	13186	0.85
KY770860_Bat_CoV_Jiyuan_84	13117	13216	0.85
KY770860_Bat_CoV_Jiyuan_84	13147	13246	0.86
KY770860_Bat_CoV_Jiyuan_84	13177	13276	0.84
KY770860_Bat_CoV_Jiyuan_84	13207	13306	0.87
KY770860_Bat_CoV_Jiyuan_84	13237	13336	0.86
KY770860_Bat_CoV_Jiyuan_84	13267	13366	0.89
KY770860_Bat_CoV_Jiyuan_84	13297	13396	0.9
KY770860_Bat_CoV_Jiyuan_84	13327	13426	0.93
KY770860_Bat_CoV_Jiyuan_84	13357	13456	0.9
KY770860_Bat_CoV_Jiyuan_84	13387	13486	0.91
KY770860_Bat_CoV_Jiyuan_84	13417	13516	0.92
KY770860_Bat_CoV_Jiyuan_84	13447	13546	0.93
KY770860_Bat_CoV_Jiyuan_84	13477	13576	0.92
KY770860_Bat_CoV_Jiyuan_84	13507	13606	0.87
KY770860_Bat_CoV_Jiyuan_84	13537	13636	0.85
KY770860_Bat_CoV_Jiyuan_84	13567	13666	0.86
KY770860_Bat_CoV_Jiyuan_84	13597	13696	0.81
KY770860_Bat_CoV_Jiyuan_84	13627	13726	0.81
KY770860_Bat_CoV_Jiyuan_84	13657	13756	0.8
KY770860_Bat_CoV_Jiyuan_84	13687	13786	0.84
KY770860_Bat_CoV_Jiyuan_84	13717	13816	0.9
KY770860_Bat_CoV_Jiyuan_84	13747	13846	0.9
KY770860_Bat_CoV_Jiyuan_84	13777	13876	0.89
KY770860_Bat_CoV_Jiyuan_84	13807	13906	0.89
KY770860_Bat_CoV_Jiyuan_84	13837	13936	0.91
KY770860_Bat_CoV_Jiyuan_84	13867	13966	0.87
KY770860_Bat_CoV_Jiyuan_84	13897	13996	0.84
KY770860_Bat_CoV_Jiyuan_84	13927	14026	0.82
KY770860_Bat_CoV_Jiyuan_84	13957	14056	0.84
KY770860_Bat_CoV_Jiyuan_84	13987	14086	0.85
KY770860_Bat_CoV_Jiyuan_84	14017	14116	0.83
KY770860_Bat_CoV_Jiyuan_84	14047	14146	0.82
KY770860_Bat_CoV_Jiyuan_84	14077	14176	0.77
KY770860_Bat_CoV_Jiyuan_84	14107	14206	0.73
KY770860_Bat_CoV_Jiyuan_84	14137	14236	0.75
KY770860_Bat_CoV_Jiyuan_84	14167	14266	0.8
KY770860_Bat_CoV_Jiyuan_84	14197	14296	0.8
KY770860_Bat_CoV_Jiyuan_84	14227	14326	0.86
KY770860_Bat_CoV_Jiyuan_84	14257	14356	0.87
KY770860_Bat_CoV_Jiyuan_84	14287	14386	0.9
KY770860_Bat_CoV_Jiyuan_84	14317	14416	0.87
KY770860_Bat_CoV_Jiyuan_84	14347	14446	0.85
KY770860_Bat_CoV_Jiyuan_84	14377	14476	0.85
KY770860_Bat_CoV_Jiyuan_84	14407	14506	0.84
KY770860_Bat_CoV_Jiyuan_84	14437	14536	0.85
KY770860_Bat_CoV_Jiyuan_84	14467	14566	0.83
KY770860_Bat_CoV_Jiyuan_84	14497	14596	0.86
KY770860_Bat_CoV_Jiyuan_84	14527	14626	0.82
KY770860_Bat_CoV_Jiyuan_84	14557	14656	0.85
KY770860_Bat_CoV_Jiyuan_84	14587	14686	0.89
KY770860_Bat_CoV_Jiyuan_84	14617	14716	0.9
KY770860_Bat_CoV_Jiyuan_84	14647	14746	0.92
KY770860_Bat_CoV_Jiyuan_84	14677	14776	0.94
KY770860_Bat_CoV_Jiyuan_84	14707	14806	0.94
KY770860_Bat_CoV_Jiyuan_84	14737	14836	0.95
KY770860_Bat_CoV_Jiyuan_84	14767	14866	0.94
KY770860_Bat_CoV_Jiyuan_84	14797	14896	0.96
KY770860_Bat_CoV_Jiyuan_84	14827	14926	0.96
KY770860_Bat_CoV_Jiyuan_84	14857	14956	0.94
KY770860_Bat_CoV_Jiyuan_84	14887	14986	0.92
KY770860_Bat_CoV_Jiyuan_84	14918	15017	0.92
KY770860_Bat_CoV_Jiyuan_84	14948	15047	0.92
KY770860_Bat_CoV_Jiyuan_84	14978	15077	0.94
KY770860_Bat_CoV_Jiyuan_84	15008	15107	0.95
KY770860_Bat_CoV_Jiyuan_84	15038	15137	0.98
KY770860_Bat_CoV_Jiyuan_84	15068	15167	0.97
KY770860_Bat_CoV_Jiyuan_84	15098	15197	0.95
KY770860_Bat_CoV_Jiyuan_84	15128	15227	0.94
KY770860_Bat_CoV_Jiyuan_84	15158	15257	0.91
KY770860_Bat_CoV_Jiyuan_84	15188	15287	0.89
KY770860_Bat_CoV_Jiyuan_84	15218	15317	0.85
KY770860_Bat_CoV_Jiyuan_84	15248	15347	0.87
KY770860_Bat_CoV_Jiyuan_84	15278	15377	0.89
KY770860_Bat_CoV_Jiyuan_84	15308	15407	0.92
KY770860_Bat_CoV_Jiyuan_84	15338	15437	0.9
KY770860_Bat_CoV_Jiyuan_84	15368	15467	0.89
KY770860_Bat_CoV_Jiyuan_84	15398	15497	0.92
KY770860_Bat_CoV_Jiyuan_84	15428	15527	0.92
KY770860_Bat_CoV_Jiyuan_84	15458	15557	0.91
KY770860_Bat_CoV_Jiyuan_84	15488	15587	0.89
KY770860_Bat_CoV_Jiyuan_84	15518	15617	0.83
KY770860_Bat_CoV_Jiyuan_84	15548	15647	0.86
KY770860_Bat_CoV_Jiyuan_84	15578	15677	0.82
KY770860_Bat_CoV_Jiyuan_84	15608	15707	0.87
KY770860_Bat_CoV_Jiyuan_84	15638	15737	0.84
KY770860_Bat_CoV_Jiyuan_84	15668	15767	0.85
KY770860_Bat_CoV_Jiyuan_84	15698	15797	0.83
KY770860_Bat_CoV_Jiyuan_84	15728	15827	0.84
KY770860_Bat_CoV_Jiyuan_84	15758	15857	0.89
KY770860_Bat_CoV_Jiyuan_84	15788	15887	0.9
KY770860_Bat_CoV_Jiyuan_84	15818	15917	0.93
KY770860_Bat_CoV_Jiyuan_84	15848	15947	0.93
KY770860_Bat_CoV_Jiyuan_84	15878	15977	0.9
KY770860_Bat_CoV_Jiyuan_84	15908	16007	0.9
KY770860_Bat_CoV_Jiyuan_84	15938	16037	0.87
KY770860_Bat_CoV_Jiyuan_84	15968	16067	0.87
KY770860_Bat_CoV_Jiyuan_84	15998	16097	0.86
KY770860_Bat_CoV_Jiyuan_84	16028	16127	0.85
KY770860_Bat_CoV_Jiyuan_84	16058	16157	0.83
KY770860_Bat_CoV_Jiyuan_84	16088	16187	0.83
KY770860_Bat_CoV_Jiyuan_84	16118	16217	0.88
KY770860_Bat_CoV_Jiyuan_84	16148	16247	0.88
KY770860_Bat_CoV_Jiyuan_84	16178	16277	0.85
KY770860_Bat_CoV_Jiyuan_84	16208	16307	0.77
KY770860_Bat_CoV_Jiyuan_84	16238	16337	0.75
KY770860_Bat_CoV_Jiyuan_84	16268	16367	0.79
KY770860_Bat_CoV_Jiyuan_84	16298	16397	0.86
KY770860_Bat_CoV_Jiyuan_84	16328	16427	0.87
KY770860_Bat_CoV_Jiyuan_84	16358	16457	0.87
KY770860_Bat_CoV_Jiyuan_84	16388	16487	0.87
KY770860_Bat_CoV_Jiyuan_84	16418	16517	0.89
KY770860_Bat_CoV_Jiyuan_84	16448	16547	0.86
KY770860_Bat_CoV_Jiyuan_84	16478	16577	0.87
KY770860_Bat_CoV_Jiyuan_84	16508	16607	0.84
KY770860_Bat_CoV_Jiyuan_84	16538	16637	0.86
KY770860_Bat_CoV_Jiyuan_84	16568	16667	0.87
KY770860_Bat_CoV_Jiyuan_84	16598	16697	0.86
KY770860_Bat_CoV_Jiyuan_84	16628	16727	0.88
KY770860_Bat_CoV_Jiyuan_84	16658	16757	0.86
KY770860_Bat_CoV_Jiyuan_84	16688	16787	0.84
KY770860_Bat_CoV_Jiyuan_84	16718	16817	0.85
KY770860_Bat_CoV_Jiyuan_84	16748	16847	0.9
KY770860_Bat_CoV_Jiyuan_84	16778	16877	0.94
KY770860_Bat_CoV_Jiyuan_84	16808	16907	0.92
KY770860_Bat_CoV_Jiyuan_84	16838	16937	0.91
KY770860_Bat_CoV_Jiyuan_84	16868	16967	0.89
KY770860_Bat_CoV_Jiyuan_84	16898	16997	0.92
KY770860_Bat_CoV_Jiyuan_84	16928	17027	0.91
KY770860_Bat_CoV_Jiyuan_84	16958	17057	0.88
KY770860_Bat_CoV_Jiyuan_84	16988	17087	0.9
KY770860_Bat_CoV_Jiyuan_84	17018	17117	0.92
KY770860_Bat_CoV_Jiyuan_84	17048	17147	0.91
KY770860_Bat_CoV_Jiyuan_84	17078	17177	0.93
KY770860_Bat_CoV_Jiyuan_84	17108	17207	0.92
KY770860_Bat_CoV_Jiyuan_84	17138	17237	0.92
KY770860_Bat_CoV_Jiyuan_84	17168	17267	0.89
KY770860_Bat_CoV_Jiyuan_84	17199	17298	0.91
KY770860_Bat_CoV_Jiyuan_84	17229	17328	0.91
KY770860_Bat_CoV_Jiyuan_84	17259	17358	0.88
KY770860_Bat_CoV_Jiyuan_84	17289	17388	0.87
KY770860_Bat_CoV_Jiyuan_84	17319	17418	0.85
KY770860_Bat_CoV_Jiyuan_84	17349	17448	0.88
KY770860_Bat_CoV_Jiyuan_84	17379	17478	0.88
KY770860_Bat_CoV_Jiyuan_84	17409	17508	0.86
KY770860_Bat_CoV_Jiyuan_84	17439	17538	0.87
KY770860_Bat_CoV_Jiyuan_84	17469	17568	0.85
KY770860_Bat_CoV_Jiyuan_84	17499	17598	0.86
KY770860_Bat_CoV_Jiyuan_84	17529	17628	0.89
KY770860_Bat_CoV_Jiyuan_84	17559	17658	0.92
KY770860_Bat_CoV_Jiyuan_84	17589	17688	0.92
KY770860_Bat_CoV_Jiyuan_84	17619	17718	0.91
KY770860_Bat_CoV_Jiyuan_84	17649	17748	0.9
KY770860_Bat_CoV_Jiyuan_84	17679	17778	0.88
KY770860_Bat_CoV_Jiyuan_84	17709	17808	0.85
KY770860_Bat_CoV_Jiyuan_84	17739	17838	0.87
KY770860_Bat_CoV_Jiyuan_84	17769	17868	0.87
KY770860_Bat_CoV_Jiyuan_84	17799	17898	0.86
KY770860_Bat_CoV_Jiyuan_84	17829	17928	0.87
KY770860_Bat_CoV_Jiyuan_84	17859	17958	0.83
KY770860_Bat_CoV_Jiyuan_84	17889	17988	0.81
KY770860_Bat_CoV_Jiyuan_84	17919	18018	0.83
KY770860_Bat_CoV_Jiyuan_84	17949	18048	0.84
KY770860_Bat_CoV_Jiyuan_84	17979	18078	0.86
KY770860_Bat_CoV_Jiyuan_84	18009	18108	0.83
KY770860_Bat_CoV_Jiyuan_84	18039	18138	0.87
KY770860_Bat_CoV_Jiyuan_84	18069	18168	0.85
KY770860_Bat_CoV_Jiyuan_84	18099	18198	0.91
KY770860_Bat_CoV_Jiyuan_84	18129	18228	0.88
KY770860_Bat_CoV_Jiyuan_84	18159	18258	0.91
KY770860_Bat_CoV_Jiyuan_84	18189	18288	0.85
KY770860_Bat_CoV_Jiyuan_84	18219	18318	0.85
KY770860_Bat_CoV_Jiyuan_84	18249	18348	0.81
KY770860_Bat_CoV_Jiyuan_84	18279	18378	0.75
KY770860_Bat_CoV_Jiyuan_84	18309	18408	0.76
KY770860_Bat_CoV_Jiyuan_84	18339	18438	0.76
KY770860_Bat_CoV_Jiyuan_84	18369	18468	0.77
KY770860_Bat_CoV_Jiyuan_84	18399	18498	0.76
KY770860_Bat_CoV_Jiyuan_84	18429	18528	0.78
KY770860_Bat_CoV_Jiyuan_84	18459	18558	0.8
KY770860_Bat_CoV_Jiyuan_84	18489	18588	0.8
KY770860_Bat_CoV_Jiyuan_84	18519	18618	0.8
KY770860_Bat_CoV_Jiyuan_84	18549	18648	0.79
KY770860_Bat_CoV_Jiyuan_84	18579	18678	0.8
KY770860_Bat_CoV_Jiyuan_84	18609	18708	0.77
KY770860_Bat_CoV_Jiyuan_84	18639	18738	0.75
KY770860_Bat_CoV_Jiyuan_84	18669	18768	0.79
KY770860_Bat_CoV_Jiyuan_84	18699	18798	0.84
KY770860_Bat_CoV_Jiyuan_84	18729	18828	0.84
KY770860_Bat_CoV_Jiyuan_84	18759	18858	0.89
KY770860_Bat_CoV_Jiyuan_84	18789	18888	0.86
KY770860_Bat_CoV_Jiyuan_84	18819	18918	0.88
KY770860_Bat_CoV_Jiyuan_84	18849	18948	0.87
KY770860_Bat_CoV_Jiyuan_84	18879	18978	0.81
KY770860_Bat_CoV_Jiyuan_84	18909	19008	0.8
KY770860_Bat_CoV_Jiyuan_84	18939	19038	0.8
KY770860_Bat_CoV_Jiyuan_84	18969	19068	0.79
KY770860_Bat_CoV_Jiyuan_84	18999	19098	0.8
KY770860_Bat_CoV_Jiyuan_84	19029	19128	0.82
KY770860_Bat_CoV_Jiyuan_84	19059	19158	0.86
KY770860_Bat_CoV_Jiyuan_84	19089	19188	0.83
KY770860_Bat_CoV_Jiyuan_84	19119	19218	0.8
KY770860_Bat_CoV_Jiyuan_84	19149	19248	0.77
KY770860_Bat_CoV_Jiyuan_84	19179	19278	0.76
KY770860_Bat_CoV_Jiyuan_84	19209	19308	0.79
KY770860_Bat_CoV_Jiyuan_84	19239	19338	0.84
KY770860_Bat_CoV_Jiyuan_84	19269	19368	0.85
KY770860_Bat_CoV_Jiyuan_84	19299	19398	0.87
KY770860_Bat_CoV_Jiyuan_84	19329	19428	0.85
KY770860_Bat_CoV_Jiyuan_84	19359	19458	0.88
KY770860_Bat_CoV_Jiyuan_84	19389	19488	0.88
KY770860_Bat_CoV_Jiyuan_84	19419	19518	0.86
KY770860_Bat_CoV_Jiyuan_84	19449	19548	0.84
KY770860_Bat_CoV_Jiyuan_84	19479	19578	0.81
KY770860_Bat_CoV_Jiyuan_84	19510	19609	0.8
KY770860_Bat_CoV_Jiyuan_84	19540	19639	0.83
KY770860_Bat_CoV_Jiyuan_84	19570	19669	0.84
KY770860_Bat_CoV_Jiyuan_84	19600	19699	0.81
KY770860_Bat_CoV_Jiyuan_84	19630	19729	0.82
KY770860_Bat_CoV_Jiyuan_84	19660	19759	0.78
KY770860_Bat_CoV_Jiyuan_84	19690	19789	0.79
KY770860_Bat_CoV_Jiyuan_84	19720	19819	0.8
KY770860_Bat_CoV_Jiyuan_84	19750	19849	0.83
KY770860_Bat_CoV_Jiyuan_84	19780	19879	0.86
KY770860_Bat_CoV_Jiyuan_84	19810	19909	0.85
KY770860_Bat_CoV_Jiyuan_84	19840	19939	0.84
KY770860_Bat_CoV_Jiyuan_84	19870	19969	0.8
KY770860_Bat_CoV_Jiyuan_84	19900	19999	0.77
KY770860_Bat_CoV_Jiyuan_84	19930	20029	0.82
KY770860_Bat_CoV_Jiyuan_84	19960	20059	0.78
KY770860_Bat_CoV_Jiyuan_84	19990	20089	0.79
KY770860_Bat_CoV_Jiyuan_84	20020	20119	0.76
KY770860_Bat_CoV_Jiyuan_84	20050	20149	0.77
KY770860_Bat_CoV_Jiyuan_84	20080	20179	0.78
KY770860_Bat_CoV_Jiyuan_84	20110	20209	0.86
KY770860_Bat_CoV_Jiyuan_84	20140	20239	0.81
KY770860_Bat_CoV_Jiyuan_84	20170	20269	0.75
KY770860_Bat_CoV_Jiyuan_84	20200	20299	0.73
KY770860_Bat_CoV_Jiyuan_84	20230	20329	0.78
KY770860_Bat_CoV_Jiyuan_84	20260	20359	0.8
KY770860_Bat_CoV_Jiyuan_84	20290	20389	0.78
KY770860_Bat_CoV_Jiyuan_84	20320	20419	0.73
KY770860_Bat_CoV_Jiyuan_84	20350	20449	0.71
KY770860_Bat_CoV_Jiyuan_84	20380	20479	0.79
KY770860_Bat_CoV_Jiyuan_84	20410	20509	0.85
KY770860_Bat_CoV_Jiyuan_84	20440	20539	0.86
KY770860_Bat_CoV_Jiyuan_84	20470	20569	0.84
KY770860_Bat_CoV_Jiyuan_84	20500	20599	0.83
KY770860_Bat_CoV_Jiyuan_84	20530	20629	0.85
KY770860_Bat_CoV_Jiyuan_84	20560	20659	0.87
KY770860_Bat_CoV_Jiyuan_84	20590	20689	0.88
KY770860_Bat_CoV_Jiyuan_84	20620	20719	0.85
KY770860_Bat_CoV_Jiyuan_84	20650	20749	0.83
KY770860_Bat_CoV_Jiyuan_84	20680	20779	0.77
KY770860_Bat_CoV_Jiyuan_84	20710	20809	0.84
KY770860_Bat_CoV_Jiyuan_84	20740	20839	0.84
KY770860_Bat_CoV_Jiyuan_84	20770	20869	0.88
KY770860_Bat_CoV_Jiyuan_84	20800	20899	0.83
KY770860_Bat_CoV_Jiyuan_84	20830	20929	0.84
KY770860_Bat_CoV_Jiyuan_84	20860	20959	0.83
KY770860_Bat_CoV_Jiyuan_84	20890	20989	0.82
KY770860_Bat_CoV_Jiyuan_84	20920	21019	0.84
KY770860_Bat_CoV_Jiyuan_84	20950	21049	0.87
KY770860_Bat_CoV_Jiyuan_84	20980	21079	0.86
KY770860_Bat_CoV_Jiyuan_84	21010	21109	0.87
KY770860_Bat_CoV_Jiyuan_84	21040	21139	0.81
KY770860_Bat_CoV_Jiyuan_84	21070	21169	0.82
KY770860_Bat_CoV_Jiyuan_84	21100	21199	0.87
KY770860_Bat_CoV_Jiyuan_84	21130	21229	0.88
KY770860_Bat_CoV_Jiyuan_84	21160	21259	0.88
KY770860_Bat_CoV_Jiyuan_84	21190	21289	0.86
KY770860_Bat_CoV_Jiyuan_84	21220	21319	0.82
KY770860_Bat_CoV_Jiyuan_84	21250	21349	0.79
KY770860_Bat_CoV_Jiyuan_84	21280	21379	0.79
KY770860_Bat_CoV_Jiyuan_84	21310	21409	0.85
KY770860_Bat_CoV_Jiyuan_84	21340	21439	0.88
KY770860_Bat_CoV_Jiyuan_84	21370	21469	0.88
KY770860_Bat_CoV_Jiyuan_84	21400	21499	0.81
KY770860_Bat_CoV_Jiyuan_84	21430	21529	0.81
KY770860_Bat_CoV_Jiyuan_84	21460	21559	0.8
KY770860_Bat_CoV_Jiyuan_84	21490	21589	0.73
KY770860_Bat_CoV_Jiyuan_84	21520	21619	0.5
KY770860_Bat_CoV_Jiyuan_84	21550	21649	0.31
KY770860_Bat_CoV_Jiyuan_84	21580	21679	0.3
KY770860_Bat_CoV_Jiyuan_84	21610	21709	0.43
KY770860_Bat_CoV_Jiyuan_84	21640	21739	0.57
KY770860_Bat_CoV_Jiyuan_84	21670	21769	0.62
KY770860_Bat_CoV_Jiyuan_84	21700	21799	0.56
KY770860_Bat_CoV_Jiyuan_84	21730	21829	0.52
KY770860_Bat_CoV_Jiyuan_84	21760	21859	0.58
KY770860_Bat_CoV_Jiyuan_84	21791	21890	0.7
KY770860_Bat_CoV_Jiyuan_84	21821	21920	0.71
KY770860_Bat_CoV_Jiyuan_84	21851	21950	0.67
KY770860_Bat_CoV_Jiyuan_84	21881	21980	0.6
KY770860_Bat_CoV_Jiyuan_84	21911	22010	0.47
KY770860_Bat_CoV_Jiyuan_84	21941	22040	0.4
KY770860_Bat_CoV_Jiyuan_84	21971	22070	0.4
KY770860_Bat_CoV_Jiyuan_84	22001	22100	0.37
KY770860_Bat_CoV_Jiyuan_84	22031	22130	0.46
KY770860_Bat_CoV_Jiyuan_84	22061	22160	0.51
KY770860_Bat_CoV_Jiyuan_84	22091	22190	0.53
KY770860_Bat_CoV_Jiyuan_84	22121	22220	0.51
KY770860_Bat_CoV_Jiyuan_84	22151	22250	0.46
KY770860_Bat_CoV_Jiyuan_84	22181	22280	0.49
KY770860_Bat_CoV_Jiyuan_84	22211	22310	0.41
KY770860_Bat_CoV_Jiyuan_84	22241	22340	0.34
KY770860_Bat_CoV_Jiyuan_84	22271	22370	0.37
KY770860_Bat_CoV_Jiyuan_84	22301	22400	0.43
